time unit: ms, alt_iplrom:iplrom|address, alt_iplrom:iplrom|address[4], alt_iplrom:iplrom|address[3], alt_iplrom:iplrom|address[2], alt_iplrom:iplrom|address[1], alt_iplrom:iplrom|address[0], alt_iplrom:iplrom|clock, alt_iplrom:iplrom|q, alt_iplrom:iplrom|q[7], alt_iplrom:iplrom|q[6], alt_iplrom:iplrom|q[5], alt_iplrom:iplrom|q[4], alt_iplrom:iplrom|q[3], alt_iplrom:iplrom|q[2], alt_iplrom:iplrom|q[1], alt_iplrom:iplrom|q[0], fz80:Z80|reset_in, fz80:Z80|iorq, fz80:Z80|adr, fz80:Z80|adr[15], fz80:Z80|adr[14], fz80:Z80|adr[13], fz80:Z80|adr[12], fz80:Z80|adr[11], fz80:Z80|adr[10], fz80:Z80|adr[9], fz80:Z80|adr[8], fz80:Z80|adr[7], fz80:Z80|adr[6], fz80:Z80|adr[5], fz80:Z80|adr[4], fz80:Z80|adr[3], fz80:Z80|adr[2], fz80:Z80|adr[1], fz80:Z80|adr[0], fz80:Z80|data_in, fz80:Z80|data_in[7], fz80:Z80|data_in[6], fz80:Z80|data_in[5], fz80:Z80|data_in[4], fz80:Z80|data_in[3], fz80:Z80|data_in[2], fz80:Z80|data_in[1], fz80:Z80|data_in[0], fz80:Z80|data_out, fz80:Z80|data_out[7], fz80:Z80|data_out[6], fz80:Z80|data_out[5], fz80:Z80|data_out[4], fz80:Z80|data_out[3], fz80:Z80|data_out[2], fz80:Z80|data_out[1], fz80:Z80|data_out[0], 
0, XX, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, X, X, XXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, XX, X, X, X, X, X, X, X, X, 
6350, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6351, 09, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6352, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6353, 09, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6354, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6355, 09, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6356, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6357, 09, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6358, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6359, 09, 0, 1, 0, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6360, 09, 0, 1, 0, 0, 1, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0009, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6361, 0A, 0, 1, 0, 1, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6362, 0A, 0, 1, 0, 1, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6363, 0A, 0, 1, 0, 1, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6364, 0A, 0, 1, 0, 1, 0, 1, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 0, 0, 
6365, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6366, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6367, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6368, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6369, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6370, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6371, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6372, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6373, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6374, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6375, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6376, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6377, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6378, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6379, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6380, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6381, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6382, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6383, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6384, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6385, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6386, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6387, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6388, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6389, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6390, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6391, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6392, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6393, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6394, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6395, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6396, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6397, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6398, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6399, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6400, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6401, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6402, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6403, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6404, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6405, 0A, 0, 1, 0, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6406, 0A, 0, 1, 0, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 000A, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6407, 06, 0, 0, 1, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6408, 06, 0, 0, 1, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6409, 06, 0, 0, 1, 1, 0, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6410, 06, 0, 0, 1, 1, 0, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, FB, 1, 1, 1, 1, 1, 0, 1, 1, FB, 1, 1, 1, 1, 1, 0, 1, 1, 
6411, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6412, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6413, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6414, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6415, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6416, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6417, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6418, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6419, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6420, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6421, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6422, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6423, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6424, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6425, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6426, 06, 0, 0, 1, 1, 0, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
6427, 06, 0, 0, 1, 1, 0, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 
